text,labels
"[POLÍTICO] político quiere el poder, no el progreso",0
El Perú tiene la fuerza para reinventarse,3
El que confunde autoridad con prepotencia no puede gobernar,0
El promedio de lectura nacional es de solo tres libros por persona al año,2
"[ADVERSARIO] creen que el Perú es Lima, [PARTIDO] sabemos que el Perú es mucho más",1
El 30 % de las viviendas del país se construye sin licencia,2
Somos hijos del mismo suelo y herederos del mismo sueño,3
"Habla de moral, pero no puede explicar de qué ha vivido los últimos años",0
Promete revolución y gobierna con los mismos de siempre,0
"[ADVERSARIO] llaman desarrollo a destruir montañas, [PARTIDO] lo llamamos saqueo",1
Los peruanos sabemos renacer de las dificultades,3
"[ADVERSARIO] viven en zonas exclusivas, [PARTIDO] en zonas olvidadas",1
Predica coraje y huye cuando se complica,0
Dice que representa al pueblo y vive rodeado de millonarios,0
"Dice ser del pueblo, pero su acento cambia cuando viaja",0
El 70 % de los universitarios considera migrar por falta de oportunidades,2
Cada peruano es parte de este nuevo comienzo,3
El 80 % de las compras estatales no tiene control concurrente,2
Promete limpiar la política con las manos sucias,0
"[ADVERSARIO] buscan fama, [PARTIDO] buscamos futuro",1
"Predica esfuerzo, pero llega tarde al trabajo",0
El 90 % de los residuos hospitalarios no se trata correctamente,2
"[ADVERSARIO] confunden riqueza con progreso, [PARTIDO] sabemos que el valor está en la gente",1
El transporte público en Lima pierde más de 4 horas diarias por congestión,2
"Nuestro sueño no termina, recién comienza",3
"[ADVERSARIO] creen que el Perú les pertenece, [PARTIDO] sabemos que el Perú somos todos",1
El 30 % de las mujeres en zonas rurales da a luz sin atención médica,2
El 90 % de las empresas pequeñas no exporta sus productos,2
Vamos a recuperar la confianza en [PARTIDO] mismos,3
"El Perú no se apaga, el Perú brilla con su gente",3
"El que se autoproclama salvador del pueblo, lo usa como escalera",0
La esperanza es el motor que nos mueve hacia adelante,3
El Perú está despertando hacia un nuevo amanecer,3
Los que hoy dan lecciones fueron los primeros en robarle al país,0
"Predica humildad, pero vive de la adulación",0
"Habla de futuro, pero su pensamiento está anclado en el pasado",0
Nuestro compromiso es con la historia y con la patria,3
El 90 % de las comunidades nativas no tiene sistema de saneamiento,2
"[ADVERSARIO] discuten poder, [PARTIDO] discutimos pan",1
"Dice que ama la democracia, pero gobierna con decretos",0
"[PARTIDO] cumplimos las leyes, [ADVERSARIO] las escriben a su medida",1
El 30 % de los contratos públicos fue observado por la Contraloría,2
El 20 % de las familias peruanas vive en situación de hacinamiento,2
"[ADVERSARIO] nos llaman revoltosos, [PARTIDO] nos llamamos conscientes",1
"[ADVERSARIO] aplauden desde el palco, [PARTIDO] sudamos en la cancha",1
"[ADVERSARIO] exigen respeto, [PARTIDO] lo ganamos trabajando",1
"[ADVERSARIO] viven en silencio, [PARTIDO] hablamos por los que no pueden",1
El Perú volverá a ponerse de pie,3
Creer es la primera revolución,3
El Perú no se detiene ante las dificultades,3
Ha llegado el tiempo de creer en un futuro mejor,3
No se puede confiar en alguien que solo aparece en campaña,0
El 45 % de los hogares rurales cocina con leña,2
El 60 % de las viviendas en zonas altoandinas no tiene aislante térmico,2
"[PARTIDO] damos la cara, [ADVERSARIO] ponen portavoces",1
El 75 % de las escuelas no cuenta con acceso a internet estable,2
"[ADVERSARIO] hablan en inglés, [PARTIDO] en verdad",1
La informalidad tributaria genera pérdidas de más de 30 000 millones de soles,2
"[ADVERSARIO] olvidan al pueblo, [PARTIDO] somos el pueblo",1
Nuestra fuerza está en la unidad,3
El 60 % de las viviendas rurales carece de título de propiedad,2
[PARTIDO] seguimos trabajando [ADVERSARIO] descansan,1
Cada esfuerzo cuenta en la construcción del futuro,3
"[ADVERSARIO] escriben discursos, [PARTIDO] escribimos historia",1
"Predica humildad, pero cobra privilegios",0
"[ADVERSARIO] compran la verdad, [PARTIDO] la gritamos sin micrófono",1
El 70 % de los funcionarios públicos no tiene evaluación de desempeño,2
Predica modernidad y gobierna con viejas mañas,0
"Dice que no es político, pero vive de la política",0
"Predica respeto, pero grita cuando no lo obedecen",0
"La esperanza no se apaga, se multiplica",3
Nuestra unión será la herencia más grande para el futuro,3
El amor a la patria nos unirá como hermanos,3
"Nuestra misión es grande, pero nuestra fe es más grande aún",3
Habla de honestidad con cuentas en paraísos fiscales,0
"La victoria será del pueblo, porque el pueblo nunca se rinde",3
"En 2024, las exportaciones mineras representaron el 60 % del total nacional",2
El pueblo ha despertado y ya no volverá a dormir,3
"[ADVERSARIO] celebran sus victorias, [PARTIDO] pagamos sus derrotas",1
Vamos a devolverle al Perú su orgullo,3
La fe nos guiará hacia un nuevo amanecer,3
Nadie podrá detener la fuerza de un pueblo unido,3
"Predica coraje, pero tiembla ante el poder real",0
"Se indigna por corrupción ajena, pero la suya la llama “error administrativo”",0
El 25 % de los estudiantes universitarios abandona por falta de recursos,2
Hoy comienza el tiempo del pueblo,3
"[ADVERSARIO] manipulan cifras, [PARTIDO] vivimos realidades",1
Se hace llamar revolucionario y vive del sistema,0
"[ADVERSARIO] temen perder elecciones, [PARTIDO] tememos perder derechos",1
Habla de libertad y prohíbe marchas,0
Se presenta como víctima para esconder sus fracasos,0
"Los sueños del pueblo no se negocian, se cumplen",3
"Dice que representa al campo, pero no distingue una chacra de un jardín",0
Juntos derrotaremos la indiferencia,3
Nuestra historia está marcada por la esperanza,3
El 20 % de los peruanos mayores de 60 años vive solo,2
Critica la improvisación y gobierna improvisando,0
Creer en el Perú es creer en [PARTIDO] mismos,3
Más del 70 % de los incendios forestales son provocados por el hombre,2
"Nuestro compromiso es servir, no prometer",3
"[PARTIDO] sentimos la crisis, [ADVERSARIO] la comentan desde sus despachos",1
Habla de justicia y se rodea de jueces amigos,0
"Hoy más que nunca, el cambio es posible",3
Habla de renovación y recicla los mismos discursos,0
El que se cree estadista no puede ni manejar su propia familia política,0
El 40 % del agua utilizada en agricultura se desperdicia,2
Hoy empieza el futuro que tanto soñamos,3
"Promete cambio, pero tiene el mismo discurso de hace veinte años",0
El 65 % de los hogares rurales cocina con biomasa,2
Promete unidad nacional y genera bandos,0
"[ADVERSARIO] viven del miedo, [PARTIDO] de la esperanza",1
"Promete cambio, pero teme al verdadero cambio",0
Predica paz y siembra discordia,0
Somos el presente que construye el futuro,3
El 60 % de las mujeres rurales trabaja sin remuneración,2
"Promete cambio, pero mantiene a los mismos corruptos",0
"[ADVERSARIO] viven del miedo, [PARTIDO] del valor",1
Somos herederos de una gran nación,3
Habla de derechos y olvida los deberes,0
No puedes creerle a quien promete justicia y vive de la impunidad,0
El gasto en salud pública creció 4 % en términos reales,2
"El que habla de ética, pero su campaña está llena de favores",0
La mitad de los peruanos considera que la democracia no funciona,2
Habla de austeridad y gasta millones en propaganda,0
Somos hijos del esfuerzo y del coraje,3
El pueblo peruano es invencible cuando se une,3
El 90 % de las municipalidades distritales no tiene plan urbano actualizado,2
"[ADVERSARIO] usan la bandera como adorno, [PARTIDO] la llevamos en el corazón",1
No se puede confiar en quien cambia de opinión según la encuesta,0
El 70 % de las muertes en carretera se debe a imprudencia del conductor,2
La informalidad laboral afecta a siete de cada diez trabajadores,2
"En Lima, el tiempo promedio de traslado diario supera las dos horas",2
"El cambio no depende de unos pocos, sino de todos",3
No se puede confiar en quien usa la religión para ganar votos,0
La esperanza del pueblo será eterna,3
El 30 % de los médicos labora en condiciones precarias,2
El 55 % de los hogares gasta más de la mitad de su ingreso en alimentos,2
Cada peruano es una llama encendida en el corazón de la nación,3
El consumo de energía renovable no llega al 5 % de la matriz energética,2
Solo el 30 % de las familias accede a una vivienda formal,2
Cada día se denuncian más de 300 casos de violencia familiar,2
Promete transparencia y ni siquiera publica su hoja de vida completa,0
"[ADVERSARIO] hablan del pueblo, pero no viven con él",1
"[ADVERSARIO] se esconden detrás de leyes, [PARTIDO] salimos a las calles",1
"[ADVERSARIO] prometen unión, [PARTIDO] la practicamos",1
"[ADVERSARIO] nos llaman ignorantes, [PARTIDO] los llamamos desconectados",1
El Perú está destinado a brillar otra vez,3
"Promete unión, pero siembra odio",0
"Siempre culpa a los demás, nunca asume sus errores",0
La historia se escribe con valentía y amor,3
"Somos un solo pueblo, una sola fuerza, un solo corazón",3
"No prometemos milagros, prometemos esperanza",3
"El futuro no se espera, se construye con esperanza",3
"Unidos, nada será imposible para el Perú",3
Nada es imposible para quien ama su país,3
"No importa de dónde vengas, todos tenemos un mismo sueño",3
"Siempre grita “cambio”, pero vive del mismo sistema que dice combatir",0
Promete progreso y paraliza obras,0
"El cambio no tiene color, tiene corazón",3
"La esperanza no muere, se transforma",3
"[ADVERSARIO] esconden sus errores, [PARTIDO] cargamos sus consecuencias",1
Más del 40 % de los congresistas no tiene experiencia en gestión pública,2
El 50 % de las obras paralizadas pertenece a gobiernos locales,2
"En regiones andinas, la pobreza extrema duplica la media nacional",2
El 50 % de las carreteras del país se encuentra en mal estado,2
Predica modernidad con ideas de hace 50 años,0
La pobreza monetaria afecta a más de seis millones de personas,2
El precio promedio del gas doméstico aumentó un 6 % el último mes,2
Más de la mitad del presupuesto regional se queda sin ejecutar,2
El 25 % de los peruanos vive con menos de diez soles diarios,2
El 40 % de los agricultores no accede a asistencia técnica,2
Dice que es técnico y no sabe leer un balance,0
"Predica humildad, pero exige tratos de rey",0
La inversión extranjera directa cayó 9 % durante el primer semestre,2
Cada paso que damos nos acerca al mañana,3
Los tiempos de oscuridad quedaron atrás,3
Habla de austeridad con reloj de oro,0
El 40 % de los policías carece de entrenamiento en derechos humanos,2
"[ADVERSARIO] hacen negocios, [PARTIDO] hacemos historia",1
Juntos haremos posible lo imposible,3
"Se indigna cuando lo critican, pero vive criticando a todos",0
"El Perú no retrocede, el Perú avanza",3
Quien promete servir al pueblo y vive de sus impuestos,0
"Dice que todo cambiará, pero nunca cambia él",0
"[PARTIDO] sostenemos el país, [ADVERSARIO] sostienen su imagen",1
"[PARTIDO] sembramos papa, [ADVERSARIO] cosechan poder",1
Solo tres de cada diez hospitales cuentan con personal de emergencia completo,2
"Dice que lucha contra el poder, pero cena con los poderosos",0
El que se presenta como patriota nunca hizo nada por su comunidad,0
La historia nos mira y no la vamos a defraudar,3
"El gasto en investigación científica es menor al 0,2 % del PBI",2
Quien se burla del pueblo no merece representarlo,0
Con esperanza venceremos el miedo,3
"Dice que no miente, pero sus palabras cambian cada semana",0
"[ADVERSARIO] almuerzan en el Club Nacional, [PARTIDO] cocinamos con leña",1
"[ADVERSARIO] aplauden la desigualdad, [PARTIDO] exigimos justicia",1
"[PARTIDO] cargamos el país en la espalda, [ADVERSARIO] cargan sus privilegios",1
"Habla de cambio, pero su gabinete es el mismo de siempre",0
"El Perú no se detiene, el Perú se levanta",3
Promete unión y divide entre buenos y malos,0
"[ADVERSARIO] temen perder poder, [PARTIDO] tememos perder esperanza",1
"[ADVERSARIO] heredan poder, [PARTIDO] heredamos lucha",1
Solo el 20 % de las municipalidades tiene página web actualizada,2
"Habla de cambio, pero teme perder su silla",0
Nada está perdido cuando hay voluntad de cambio,3
El 80 % de los jóvenes rurales trabaja en el sector agrícola,2
"[PARTIDO] perdonamos, [ADVERSARIO] repiten los mismos errores",1
"[ADVERSARIO] firman pactos, [PARTIDO] cumplimos promesas",1
El 70 % de los pacientes espera más de un mes por atención médica,2
"[ADVERSARIO] temen al pueblo organizado, [PARTIDO] tememos al olvido",1
"[ADVERSARIO] deciden desde Lima, [PARTIDO] resistimos en los pueblos olvidados",1
"El cambio no se promete, se siente en el corazón del pueblo",3
El 20 % de los municipios no tiene presupuesto para limpieza pública,2
El Perú será ejemplo de dignidad para las generaciones que vienen,3
El 75 % de las familias peruanas no tiene ahorros de emergencia,2
El que no sabe escuchar al pueblo no merece representarlo,0
[POLÍTICO] congresista cambió de partido más veces que de ideas,0
La fe del pueblo moverá las montañas del pasado,3
"[ADVERSARIO] cambian de discurso, [PARTIDO] seguimos esperando verdad",1
Nuestro destino está en nuestras manos y en nuestra fe,3
Cada peruano tiene un papel en esta historia,3
Promete justicia y encubre aliados,0
"[ADVERSARIO] escriben leyes, [PARTIDO] escribimos historia con el cuerpo",1
[POLÍTICO] candidato confunde gritar con tener argumentos,0
"[ADVERSARIO] reparten privilegios, [PARTIDO] compartimos esperanza",1
"[PARTIDO] caminamos, [ADVERSARIO] nos miran desde sus camionetas blindadas",1
La unidad será nuestra victoria,3
El cambio está en el aire y nadie podrá frenarlo,3
"Dice que ama la verdad, pero fabrica encuestas",0
"[POLÍTICO] político no escucha, solo espera su turno para hablar",0
La contaminación del río Rímac supera 10 veces los límites permitidos,2
"El que dice servir al país, pero solo busca aplausos",0
El 35 % de los jóvenes sin empleo no terminó la secundaria,2
"Nuestro compromiso es con el pueblo, con su dignidad y su grandeza",3
Habla de sacrificio y nunca hizo uno,0
"Quien no respeta el debate, no entiende la democracia",0
"[ADVERSARIO] deciden desde un escritorio, [PARTIDO] desde la experiencia",1
"El futuro empieza hoy, no mañana",3
Predica servicio y exige obediencia,0
El cambio está en camino y nada lo detendrá,3
"Predica igualdad, pero impone jerarquías",0
La fuerza del pueblo moverá las montañas del pasado,3
[ADVERSARIO] confunden pueblo con público,1
Los niveles de anemia infantil en el sur del país superan el 40 %,2
El 50 % de los hospitales del país opera con déficit de personal,2
El 70 % de los agricultores perdió parte de su cosecha por falta de agua,2
"Habla de progreso, pero destruye lo que ya funcionaba",0
Habla de la patria y no conoce su historia,0
El 35 % de los docentes enseña fuera de su especialidad,2
"El que dice amar la patria y desprecia a los pobres, miente",0
El 90 % de los pueblos de la selva no tiene cobertura móvil estable,2
"[ADVERSARIO] reparten culpas, [PARTIDO] buscamos soluciones",1
Los tiempos difíciles nos hicieron más fuertes,3
"Se llama patriota, pero no soporta pisar tierra fuera de la capital",0
"Dice que no tiene miedo, pero evita el debate",0
"[ADVERSARIO] ven números, [PARTIDO] vemos nombres",1
"[ADVERSARIO] levantan torres, [PARTIDO] levantamos familias",1
El futuro nos pertenece si caminamos con esperanza,3
Hoy empieza el tiempo del pueblo,3
El Perú se levantará como el cóndor que renace de sus cenizas,3
"[ADVERSARIO] usan la patria como escudo, [PARTIDO] como bandera",1
Habla de dignidad con la cabeza agachada ante el poder,0
"Dice que es nuevo, pero su pasado lo contradice",0
"[ADVERSARIO] mandan con el bolsillo, [PARTIDO] con el corazón",1
[POLÍTICO] político vive más en televisión que en el Congreso,0
"[ADVERSARIO] esconden errores, [PARTIDO] enfrentamos consecuencias",1
Promete renovación y revive viejos vicios,0
Somos el cambio que el Perú necesitaba,3
Hoy el país se viste de esperanza,3
La tasa de mortalidad infantil disminuyó en 10 % durante el último quinquenio,2
"El futuro no se teme, se abraza con esperanza",3
"Dice ser técnico, pero sus números nunca cuadran",0
"[ADVERSARIO] dicen que hay oportunidades, [PARTIDO] no las vemos",1
"[ADVERSARIO] viajan en avión, [PARTIDO] seguimos caminando",1
"[ADVERSARIO] cambian de bandera, [PARTIDO] seguimos creyendo en la nuestra",1
El Perú es un sentimiento que no se apaga,3
El 45 % de los hogares urbanos vive en zonas de riesgo,2
El número de docentes capacitados en tecnología educativa sigue siendo bajo,2
"Critica la corrupción, pero fue asesor de un corrupto",0
"Dice que escucha, pero solo interrumpe",0
"Habla de progreso, pero paraliza el país con su inacción",0
"[ADVERSARIO] gobiernan desde arriba, [PARTIDO] construimos desde abajo",1
El 60 % de los migrantes internos proviene de regiones altoandinas,2
"[ADVERSARIO] planean campañas, [PARTIDO] planificamos el día",1
"[ADVERSARIO] miran al pueblo desde sus balcones, [PARTIDO] lo miramos a los ojos",1
Promete proteger a los débiles y humilla a su equipo,0
Somos el cambio que tanto esperábamos,3
El 85 % de los accidentes de tránsito ocurren por exceso de velocidad,2
El 70 % de los productos agrícolas se vende sin valor agregado,2
El 80 % de los gobiernos regionales incumple plazos de obras,2
Se llena la boca con el Perú y no conoce ni su distrito,0
Promete transparencia y firma en silencio,0
Ha llegado la hora de dar el paso hacia adelante,3
Ha llegado el momento de creer en [PARTIDO] mismos,3
El 85 % de los trabajadores independientes no cotiza a un sistema de pensiones,2
"[ADVERSARIO] tienen poder, [PARTIDO] tenemos razón",1
"Promete diálogo, pero no deja hablar a nadie",0
El 90 % de los hogares rurales cocina con leña o carbón,2
Predica esfuerzo y no trabaja ni los lunes,0
Nada puede vencer la voluntad de un pueblo unido,3
"[PARTIDO] votamos con esperanza, [ADVERSARIO] gobiernan con indiferencia",1
El 45 % de los hogares no participa en procesos electorales locales,2
El 30 % de los adolescentes dejó la escuela durante la pandemia,2
El 15 % de las empresas privadas ofrece programas de reciclaje,2
Más del 60 % de las escuelas públicas tiene baños inoperativos,2
Quien no escucha no puede gobernar,0
"[ADVERSARIO] nos llaman minoría, [PARTIDO] los llamamos desconectados",1
"Dice que ama al país, pero odia al pueblo que lo eligió",0
"Su discurso es de pueblo, pero su vida es de club exclusivo",0
El 70 % de los residuos sólidos termina en botaderos informales,2
Habla de progreso y ni siquiera entiende cómo vive el país,0
"[ADVERSARIO] piensan en elecciones, [PARTIDO] pensamos en generaciones",1
"[ADVERSARIO] cierran puertas, [PARTIDO] abrimos caminos",1
El gasto en salud representa apenas el 3 % del PBI,2
El 80 % de las denuncias por violencia no llega a sentencia,2
El futuro es nuestro y empieza ahora,3
El 80 % de los municipios rurales depende de transferencias centrales,2
El 10 % de las regiones concentra el 70 % del PBI,2
Habla de moral y cambia de valores según la encuesta,0
Critica la pobreza desde su casa en la playa,0
"[ADVERSARIO] prometen igualdad, [PARTIDO] la exigimos",1
El cambio verdadero nace del corazón,3
"[ADVERSARIO] ganan elecciones, [PARTIDO] ganamos conciencia",1
El Perú será grande porque su gente es grande,3
Habla de futuro y no puede explicar el presente,0
Habla de educación y no terminó la suya,0
"[PARTIDO] marchamos por derechos, [ADVERSARIO] por cargos",1
No hay obstáculos cuando se actúa con el corazón,3
Nada nos detendrá mientras tengamos fe,3
