text,labels
El 45 % de las universidades carece de laboratorios equipados,2
"[ADVERSARIO] usan al pueblo, [PARTIDO] somos el pueblo",1
"[ADVERSARIO] ven cifras, [PARTIDO] vemos hambre",1
La voz del pueblo es más fuerte que cualquier obstáculo,3
[ADVERSARIO] llaman progreso a lo que destruye nuestra tierra,1
Habla de patria y firma contratos extranjeros,0
El 70 % de los estudiantes de secundaria no entiende textos financieros,2
El Perú volverá a brillar ante el mundo,3
"[PARTIDO] resistimos, [ADVERSARIO] especulan",1
"[ADVERSARIO] viajan en caravanas, [PARTIDO] en combis llenas de sueños",1
"[PARTIDO] caminamos bajo el sol, [ADVERSARIO] bajo el privilegio",1
"El pueblo ha hablado, y su voz es la voz de la historia",3
El Perú merece más y vamos a dárselo,3
"[ADVERSARIO] niegan al pueblo, [PARTIDO] somos su voz",1
Nuestra unión será la clave del futuro,3
"[PARTIDO] sembramos, [ADVERSARIO] se llevan la cosecha",1
El 80 % de los pescadores artesanales no tiene seguro de salud,2
Predica transparencia con contratos bajo la mesa,0
"[ADVERSARIO] viajan al extranjero, [PARTIDO] seguimos arreglando lo nuestro",1
"Promete transparencia, pero bloquea preguntas",0
Promete meritocracia y premia la lealtad ciega,0
Seremos ejemplo de cambio para el mundo,3
Dice que ama la cultura y recorta su presupuesto,0
"Habla de igualdad, pero vive en privilegio",0
"[PARTIDO] abrimos caminos, [ADVERSARIO] ponen peajes",1
El país pierde más de 20 000 millones de soles al año por corrupción,2
"Dice que gobierna para todos, pero escucha a unos pocos",0
El Perú está listo para su gran transformación,3
El 90 % de los recicladores trabaja sin seguro,2
"[ADVERSARIO] se reparten el país, [PARTIDO] lo defendemos",1
Ha llegado la hora de unir esfuerzos,3
"Dice que viene del pueblo, pero no vuelve a visitarlo",0
El tiempo del pueblo ha llegado,3
La patria late en el corazón de cada peruano,3
El 35 % de los egresados universitarios trabaja fuera de su especialidad,2
El 60 % de los docentes rurales enseña en aulas multigrado,2
La mitad de los jóvenes rurales deja el colegio por falta de transporte,2
El 90 % de las microempresas no accede a créditos formales,2
"[ADVERSARIO] se enriquecen con el Estado, [PARTIDO] con el sudor",1
"[ADVERSARIO] debaten presupuestos, [PARTIDO] sobrevivimos con centavos",1
"Siempre busca culpables, jamás soluciones",0
"[PARTIDO] levantamos techos, [ADVERSARIO] levantan deudas",1
"[ADVERSARIO] planifican campañas, [PARTIDO] planeamos sobrevivir",1
El Perú será ejemplo de esperanza para el mundo,3
El 90 % de los residuos plásticos termina en botaderos informales,2
Habla de ética y no puede sostener su mirada,0
El 35 % de las escuelas carece de conexión eléctrica estable,2
Con amor a la patria todo se puede,3
El Perú volverá a ser ejemplo de fuerza y dignidad,3
"Critica a todos, pero no soporta una crítica",0
Dice que lucha por los jóvenes y no entiende sus problemas,0
"[ADVERSARIO] viven en sus oficinas con aire acondicionado, [PARTIDO] seguimos esperando agua en los cerros",1
El 80 % de las pequeñas empresas carece de seguro de salud para sus empleados,2
"El Perú nos necesita unidos, no divididos",3
"[ADVERSARIO] tienen apellido, [PARTIDO] tenemos historia",1
Habla de transparencia y borra los informes incómodos,0
"El Perú no se detiene, el Perú avanza",3
El que promete honestidad debería empezar por revisar sus contratos,0
El 85 % de las denuncias por acoso escolar no llega a sanción,2
"[PARTIDO] no tenemos padrinos, [ADVERSARIO] los tienen en cada ministerio",1
"[ADVERSARIO] prometen justicia, [PARTIDO] la buscamos",1
Las regiones amazónicas aportan el 30 % del agua dulce del país,2
"[ADVERSARIO] compran silencio, [PARTIDO] gritamos verdad",1
Hoy empieza una nueva historia para nuestra patria,3
El 15 % de los hospitales regionales funciona sin especialistas,2
[POLÍTICO] congresista cree que gritar más fuerte lo hace tener razón,0
El que miente en campaña mentirá en el poder,0
"El Perú no se vende, el Perú se defiende con esperanza",3
"[ADVERSARIO] hablan de desarrollo, [PARTIDO] seguimos sin luz",1
"El cambio no tiene color ni partido, tiene propósito",3
El 20 % del presupuesto educativo se gasta en mantenimiento de locales antiguos,2
Somos la generación que va a transformar el destino,3
"Promete meritocracia, pero solo ascienden sus amigos",0
La historia nos ha puesto nuevamente a prueba,3
El que ataca al periodista teme a la verdad,0
El Perú tiene la fuerza para reinventarse,3
El promedio de lectura nacional es de solo tres libros por persona al año,2
"[ADVERSARIO] creen que el Perú es Lima, [PARTIDO] sabemos que el Perú es mucho más",1
El 30 % de las viviendas del país se construye sin licencia,2
"[ADVERSARIO] celebran, [PARTIDO] seguimos trabajando",1
El 40 % del presupuesto de inversión se ejecuta en los últimos tres meses del año,2
El Perú avanza con la fuerza de su gente,3
"Habla de moral, pero no puede explicar de qué ha vivido los últimos años",0
Promete revolución y gobierna con los mismos de siempre,0
Los peruanos sabemos renacer de las dificultades,3
"[ADVERSARIO] viven en zonas exclusivas, [PARTIDO] en zonas olvidadas",1
Hoy empezamos una nueva etapa con fe y esperanza,3
Dice que representa al pueblo y vive rodeado de millonarios,0
"Dice ser del pueblo, pero su acento cambia cuando viaja",0
Cada peruano es parte de este nuevo comienzo,3
"[ADVERSARIO] prometen cambio, [PARTIDO] ya lo empezamos",1
Ha llegado la hora de construir con fe,3
Promete limpiar la política con las manos sucias,0
"[ADVERSARIO] buscan fama, [PARTIDO] buscamos futuro",1
"Predica esfuerzo, pero llega tarde al trabajo",0
El pueblo es la verdadera fuerza del país,3
El 90 % de los residuos hospitalarios no se trata correctamente,2
"[ADVERSARIO] confunden riqueza con progreso, [PARTIDO] sabemos que el valor está en la gente",1
El transporte público en Lima pierde más de 4 horas diarias por congestión,2
"Nuestro sueño no termina, recién comienza",3
"[ADVERSARIO] creen que el Perú les pertenece, [PARTIDO] sabemos que el Perú somos todos",1
El 30 % del transporte interprovincial carece de revisión técnica,2
El 90 % de las empresas pequeñas no exporta sus productos,2
Vamos a recuperar la confianza en [PARTIDO] mismos,3
"El Perú no se apaga, el Perú brilla con su gente",3
"El que se autoproclama salvador del pueblo, lo usa como escalera",0
La esperanza es el motor que nos mueve hacia adelante,3
Somos un pueblo que siempre se levanta,3
Los que hoy dan lecciones fueron los primeros en robarle al país,0
"Predica humildad, pero vive de la adulación",0
El número de becas universitarias aumentó un 12 % durante el último quinquenio,2
"Habla de futuro, pero su pensamiento está anclado en el pasado",0
Nuestro compromiso es con la historia y con la patria,3
El 90 % de las comunidades nativas no tiene sistema de saneamiento,2
"Dice que ama la democracia, pero gobierna con decretos",0
"Dice que defiende al pueblo, pero teme al pueblo",0
El 30 % de los contratos públicos fue observado por la Contraloría,2
El 80 % de los pescadores artesanales trabaja sin seguro,2
"Dice que lucha por el cambio, pero teme perder el poder",0
"[ADVERSARIO] nos llaman revoltosos, [PARTIDO] nos llamamos conscientes",1
"[ADVERSARIO] aplauden desde el palco, [PARTIDO] sudamos en la cancha",1
"[ADVERSARIO] exigen respeto, [PARTIDO] lo ganamos trabajando",1
"[ADVERSARIO] viven en silencio, [PARTIDO] hablamos por los que no pueden",1
Creer es la primera revolución,3
La fuerza del cambio está en el alma de nuestra gente,3
Ha llegado el tiempo de creer en un futuro mejor,3
No se puede confiar en alguien que solo aparece en campaña,0
"Dice que representa al cambio, pero teme perder privilegios",0
El 45 % de los hogares rurales cocina con leña,2
La fe en el pueblo es la base de nuestro futuro,3
El 60 % de las viviendas en zonas altoandinas no tiene aislante térmico,2
"[PARTIDO] damos la cara, [ADVERSARIO] ponen portavoces",1
"[ADVERSARIO] heredan privilegios, [PARTIDO] merecemos oportunidades",1
"[ADVERSARIO] hablan en inglés, [PARTIDO] en verdad",1
"[ADVERSARIO] olvidan al pueblo, [PARTIDO] somos el pueblo",1
El 60 % de las viviendas rurales carece de título de propiedad,2
[PARTIDO] seguimos trabajando [ADVERSARIO] descansan,1
"[ADVERSARIO] duermen tranquilos, [PARTIDO] no dormimos por miedo",1
Cada esfuerzo cuenta en la construcción del futuro,3
"[ADVERSARIO] escriben discursos, [PARTIDO] escribimos historia",1
"Predica humildad, pero cobra privilegios",0
El 70 % de los funcionarios públicos no tiene evaluación de desempeño,2
"Dice que no es político, pero vive de la política",0
"La esperanza no se apaga, se multiplica",3
El 55 % del agua potable se distribuye sin tratamiento adecuado,2
Nuestra unión será la herencia más grande para el futuro,3
El amor a la patria nos unirá como hermanos,3
El 70 % de los peruanos siente inseguridad al caminar de noche,2
Habla de honestidad con cuentas en paraísos fiscales,0
"[ADVERSARIO] destruyen puentes, [PARTIDO] los construimos",1
"En 2024, las exportaciones mineras representaron el 60 % del total nacional",2
"Somos un país de trabajo, no de excusas",3
"[POLÍTICO] candidato solo sabe hablar, pero nunca ha trabajado en su vida",0
El pueblo ha despertado y ya no volverá a dormir,3
"[ADVERSARIO] celebran sus victorias, [PARTIDO] pagamos sus derrotas",1
"En la sierra, la mortalidad materna duplica la tasa nacional",2
Vamos a devolverle al Perú su orgullo,3
El 40 % de los peruanos desconfía del sistema judicial,2
Nadie podrá detener la fuerza de un pueblo unido,3
"Predica coraje, pero tiembla ante el poder real",0
El 25 % de los estudiantes universitarios abandona por falta de recursos,2
Hoy comienza el tiempo del pueblo,3
"[ADVERSARIO] manipulan cifras, [PARTIDO] vivimos realidades",1
Se hace llamar revolucionario y vive del sistema,0
Habla de libertad y prohíbe marchas,0
El Perú renace con la fuerza de su gente,3
"[PARTIDO] resistimos, [ADVERSARIO] se justifican",1
Se presenta como víctima para esconder sus fracasos,0
"Los sueños del pueblo no se negocian, se cumplen",3
"Dice que representa al campo, pero no distingue una chacra de un jardín",0
Nuestra historia está marcada por la esperanza,3
Somos la voz de los que nunca fueron escuchados,3
"Dice que no roba, pero “se equivoca” al declarar",0
El Perú será la patria que siempre soñamos,3
Creer en el Perú es creer en [PARTIDO] mismos,3
Predica patriotismo y se va del país cuando hay crisis,0
"Se presenta como independiente, pero depende de los financistas de siempre",0
Más del 70 % de los incendios forestales son provocados por el hombre,2
Habla de patria y no sabe su himno completo,0
"Nuestro compromiso es servir, no prometer",3
"[PARTIDO] sentimos la crisis, [ADVERSARIO] la comentan desde sus despachos",1
"Hoy más que nunca, el cambio es posible",3
Habla de trabajo y vive del Estado,0
Habla de renovación y recicla los mismos discursos,0
El 40 % del agua utilizada en agricultura se desperdicia,2
Hoy empieza el futuro que tanto soñamos,3
"Promete cambio, pero tiene el mismo discurso de hace veinte años",0
El 65 % de los hogares rurales cocina con biomasa,2
"[ADVERSARIO] miden el éxito con dinero, [PARTIDO] con dignidad",1
Promete unidad nacional y genera bandos,0
Habla de moral y su pasado es un escándalo,0
"[ADVERSARIO] viven del miedo, [PARTIDO] de la esperanza",1
"Promete cambio, pero teme al verdadero cambio",0
Predica paz y siembra discordia,0
El 60 % de las mujeres rurales trabaja sin remuneración,2
"Promete cambio, pero mantiene a los mismos corruptos",0
Somos herederos de una gran nación,3
Habla de derechos y olvida los deberes,0
El gasto en salud pública creció 4 % en términos reales,2
La mitad de los peruanos considera que la democracia no funciona,2
Habla de austeridad y gasta millones en propaganda,0
Somos hijos del esfuerzo y del coraje,3
El pueblo peruano es invencible cuando se une,3
El 90 % de las municipalidades distritales no tiene plan urbano actualizado,2
"[ADVERSARIO] usan la bandera como adorno, [PARTIDO] la llevamos en el corazón",1
No se puede confiar en quien cambia de opinión según la encuesta,0
La informalidad laboral afecta a siete de cada diez trabajadores,2
"En Lima, el tiempo promedio de traslado diario supera las dos horas",2
El 60 % de los contratos mineros tiene más de diez años sin revisión,2
"[ADVERSARIO] tienen abogados, [PARTIDO] tenemos conciencia",1
"El cambio no depende de unos pocos, sino de todos",3
No se puede confiar en quien usa la religión para ganar votos,0
El 30 % de los médicos labora en condiciones precarias,2
"[ADVERSARIO] reparten licitaciones, [PARTIDO] compartimos ollas comunes",1
El 55 % de los hogares gasta más de la mitad de su ingreso en alimentos,2
El consumo de energía renovable no llega al 5 % de la matriz energética,2
El 20 % de las exportaciones peruanas son no tradicionales,2
"[ADVERSARIO] hablan de meritocracia, [PARTIDO] seguimos esperando justicia",1
Solo el 30 % de las familias accede a una vivienda formal,2
"[ADVERSARIO] miran cifras, [PARTIDO] miramos rostros",1
Promete transparencia y ni siquiera publica su hoja de vida completa,0
"[ADVERSARIO] hablan del pueblo, pero no viven con él",1
"[ADVERSARIO] se esconden detrás de leyes, [PARTIDO] salimos a las calles",1
"[ADVERSARIO] prometen unión, [PARTIDO] la practicamos",1
"[ADVERSARIO] nos llaman ignorantes, [PARTIDO] los llamamos desconectados",1
El Perú está destinado a brillar otra vez,3
"Promete unión, pero siembra odio",0
La historia se escribe con valentía y amor,3
"Somos un solo pueblo, una sola fuerza, un solo corazón",3
"Unidos, nada será imposible para el Perú",3
Nada es imposible para quien ama su país,3
"No importa de dónde vengas, todos tenemos un mismo sueño",3
"Siempre grita “cambio”, pero vive del mismo sistema que dice combatir",0
Promete progreso y paraliza obras,0
"La esperanza no muere, se transforma",3
"[ADVERSARIO] esconden sus errores, [PARTIDO] cargamos sus consecuencias",1
"Dice que defiende a los humildes, pero vive en lujo",0
Más del 40 % de los congresistas no tiene experiencia en gestión pública,2
Somos la llama encendida del nuevo tiempo,3
"En regiones andinas, la pobreza extrema duplica la media nacional",2
El 50 % de las denuncias por acoso laboral no se investiga,2
El 50 % de las carreteras del país se encuentra en mal estado,2
La pobreza monetaria afecta a más de seis millones de personas,2
El precio promedio del gas doméstico aumentó un 6 % el último mes,2
Más de la mitad del presupuesto regional se queda sin ejecutar,2
El 25 % de los peruanos vive con menos de diez soles diarios,2
El 40 % de los agricultores no accede a asistencia técnica,2
Dice que es técnico y no sabe leer un balance,0
La inversión extranjera directa cayó 9 % durante el primer semestre,2
"[ADVERSARIO] venden patria, [PARTIDO] defendemos dignidad",1
El 75 % de los policías no recibe capacitación anual,2
Cada paso que damos nos acerca al mañana,3
Los tiempos de oscuridad quedaron atrás,3
Dice ser nuevo rostro y repite las mismas mañas,0
El 40 % de los policías carece de entrenamiento en derechos humanos,2
"[ADVERSARIO] hacen negocios, [PARTIDO] hacemos historia",1
Juntos haremos posible lo imposible,3
"El que critica la corrupción, pero calla cuando le conviene",0
"[ADVERSARIO] viven de privilegios, [PARTIDO] de sacrificios",1
Nada puede vencer a un pueblo que sueña,3
Quien promete servir al pueblo y vive de sus impuestos,0
"[PARTIDO] nacimos en el esfuerzo, [ADVERSARIO] en el privilegio",1
"Dice que todo cambiará, pero nunca cambia él",0
Nada podrá detener el camino de la esperanza,3
"[ADVERSARIO] inventan enemigos, [PARTIDO] enfrentamos la verdad",1
"[PARTIDO] sostenemos el país, [ADVERSARIO] sostienen su imagen",1
"[PARTIDO] sembramos papa, [ADVERSARIO] cosechan poder",1
La productividad agrícola cayó un 7 % por falta de infraestructura de riego,2
El 50 % de los peruanos vive en distritos sin áreas verdes suficientes,2
Solo tres de cada diez hospitales cuentan con personal de emergencia completo,2
"Dice que lucha contra el poder, pero cena con los poderosos",0
El que se presenta como patriota nunca hizo nada por su comunidad,0
La historia nos mira y no la vamos a defraudar,3
"Dice que representa la nueva política, pero tiene los mismos vicios",0
Quien se burla del pueblo no merece representarlo,0
Con esperanza venceremos el miedo,3
"Dice que no miente, pero sus palabras cambian cada semana",0
"[ADVERSARIO] almuerzan en el Club Nacional, [PARTIDO] cocinamos con leña",1
"[ADVERSARIO] aplauden la desigualdad, [PARTIDO] exigimos justicia",1
El 35 % de los jóvenes con estudios superiores trabaja en algo distinto a su carrera,2
"Habla de cambio, pero su gabinete es el mismo de siempre",0
Promete unión y divide entre buenos y malos,0
Somos la voz del cambio que viene desde abajo,3
Ha llegado la hora de la unidad verdadera,3
"[ADVERSARIO] heredan poder, [PARTIDO] heredamos lucha",1
El 80 % de los jóvenes rurales trabaja en el sector agrícola,2
"[ADVERSARIO] firman pactos, [PARTIDO] cumplimos promesas",1
El 70 % de los pacientes espera más de un mes por atención médica,2
"El cambio no se impone, se contagia",3
"[ADVERSARIO] temen al pueblo organizado, [PARTIDO] tememos al olvido",1
"[ADVERSARIO] deciden desde Lima, [PARTIDO] resistimos en los pueblos olvidados",1
"El cambio no se promete, se siente en el corazón del pueblo",3
El 20 % de los municipios no tiene presupuesto para limpieza pública,2
El Perú será ejemplo de dignidad para las generaciones que vienen,3
El 75 % de las familias peruanas no tiene ahorros de emergencia,2
[POLÍTICO] congresista cambió de partido más veces que de ideas,0
"[ADVERSARIO] cambian de discurso, [PARTIDO] mantenemos el mismo sueño",1
La fe del pueblo moverá las montañas del pasado,3
"[ADVERSARIO] cambian de discurso, [PARTIDO] seguimos esperando verdad",1
Nuestro destino está en nuestras manos y en nuestra fe,3
El 70 % de los policías gana menos de 2000 soles,2
"[ADVERSARIO] dicen que representan al pueblo, pero no saben cuánto cuesta el pan",1
[ADVERSARIO] llaman rebeldía a pedir justicia,1
Habla de honestidad y firma contratos millonarios sin licitación,0
Cada peruano tiene un papel en esta historia,3
Promete justicia y encubre aliados,0
"Dice que no roba, pero “se equivoca” con el presupuesto",0
[POLÍTICO] candidato confunde gritar con tener argumentos,0
Juntos construiremos un país lleno de oportunidades,3
"[PARTIDO] caminamos, [ADVERSARIO] nos miran desde sus camionetas blindadas",1
La unidad será nuestra victoria,3
El cambio está en el aire y nadie podrá frenarlo,3
El 40 % de los delitos denunciados no llega a sentencia,2
"[PARTIDO] vivimos de promesas incumplidas, [ADVERSARIO] viven de los impuestos",1
El ingreso promedio nacional se mantiene por debajo de los niveles pre pandemia,2
"[POLÍTICO] político no escucha, solo espera su turno para hablar",0
La contaminación del río Rímac supera 10 veces los límites permitidos,2
El 35 % de los jóvenes sin empleo no terminó la secundaria,2
"[ADVERSARIO] dictan leyes, [PARTIDO] las padecemos",1
La esperanza será nuestra guía en este camino,3
Habla de sacrificio y nunca hizo uno,0
"Quien no respeta el debate, no entiende la democracia",0
"[ADVERSARIO] deciden desde un escritorio, [PARTIDO] desde la experiencia",1
"El futuro empieza hoy, no mañana",3
Predica servicio y exige obediencia,0
El cambio está en camino y nada lo detendrá,3
Promete educación y no sabe conjugar verbos,0
[ADVERSARIO] confunden pueblo con público,1
Los niveles de anemia infantil en el sur del país superan el 40 %,2
El 50 % de los hospitales del país opera con déficit de personal,2
El 70 % de los agricultores perdió parte de su cosecha por falta de agua,2
"Habla de progreso, pero destruye lo que ya funcionaba",0
Habla de la patria y no conoce su historia,0
Creer es nuestro mayor acto de revolución,3
El 90 % de los pueblos de la selva no tiene cobertura móvil estable,2
La unión es la base del futuro que soñamos,3
Los tiempos difíciles nos hicieron más fuertes,3
"Se llama patriota, pero no soporta pisar tierra fuera de la capital",0
El Perú será lo que el pueblo decida ser,3
"Dice que no tiene miedo, pero evita el debate",0
"[ADVERSARIO] levantan torres, [PARTIDO] levantamos familias",1
"[PARTIDO] seguimos firmes, [ADVERSARIO] siguen mintiendo",1
El futuro nos pertenece si caminamos con esperanza,3
"El Perú no se rinde, el Perú se levanta una y otra vez",3
El 25 % del agua tratada se pierde por fugas en redes viejas,2
Hoy empieza el tiempo del pueblo,3
El Perú se levantará como el cóndor que renace de sus cenizas,3
"[ADVERSARIO] usan la patria como escudo, [PARTIDO] como bandera",1
Habla de dignidad con la cabeza agachada ante el poder,0
"Dice que es nuevo, pero su pasado lo contradice",0
"[ADVERSARIO] mandan con el bolsillo, [PARTIDO] con el corazón",1
[POLÍTICO] político vive más en televisión que en el Congreso,0
El cambio está en cada uno de [PARTIDO],3
Promete renovación y revive viejos vicios,0
La tasa de mortalidad infantil disminuyó en 10 % durante el último quinquenio,2
"El futuro no se teme, se abraza con esperanza",3
El Perú es un sentimiento que no se apaga,3
El 45 % de los hogares urbanos vive en zonas de riesgo,2
El número de docentes capacitados en tecnología educativa sigue siendo bajo,2
"Dice que escucha, pero solo interrumpe",0
"[ADVERSARIO] gobiernan desde arriba, [PARTIDO] construimos desde abajo",1
El 60 % de los migrantes internos proviene de regiones altoandinas,2
"[ADVERSARIO] planean campañas, [PARTIDO] planificamos el día",1
"[ADVERSARIO] miran al pueblo desde sus balcones, [PARTIDO] lo miramos a los ojos",1
Promete proteger a los débiles y humilla a su equipo,0
Somos el cambio que tanto esperábamos,3
El 85 % de los accidentes de tránsito ocurren por exceso de velocidad,2
El 70 % de los productos agrícolas se vende sin valor agregado,2
El 80 % de los gobiernos regionales incumple plazos de obras,2
Se llena la boca con el Perú y no conoce ni su distrito,0
Promete transparencia y firma en silencio,0
Ha llegado la hora de dar el paso hacia adelante,3
Ha llegado el momento de creer en [PARTIDO] mismos,3
El 85 % de los trabajadores independientes no cotiza a un sistema de pensiones,2
Promete cambio y repite las mismas frases vacías,0
"Promete diálogo, pero no deja hablar a nadie",0
Predica esfuerzo y no trabaja ni los lunes,0
Nada puede vencer la voluntad de un pueblo unido,3
"[PARTIDO] votamos con esperanza, [ADVERSARIO] gobiernan con indiferencia",1
El 60 % del gasto en salud se concentra en Lima y Callao,2
El 30 % de los adolescentes dejó la escuela durante la pandemia,2
"[ADVERSARIO] viven de slogans, [PARTIDO] de sacrificio",1
Quien no escucha no puede gobernar,0
Habla de verdad y oculta la mitad,0
El 25 % de los hospitales no tiene farmacia operativa,2
"Dice que ama al país, pero odia al pueblo que lo eligió",0
"Su discurso es de pueblo, pero su vida es de club exclusivo",0
El 70 % de los residuos sólidos termina en botaderos informales,2
Habla de progreso y ni siquiera entiende cómo vive el país,0
"[ADVERSARIO] piensan en elecciones, [PARTIDO] pensamos en generaciones",1
"[ADVERSARIO] cierran puertas, [PARTIDO] abrimos caminos",1
El gasto en salud representa apenas el 3 % del PBI,2
El 80 % de las denuncias por violencia no llega a sentencia,2
El futuro es nuestro y empieza ahora,3
El Perú será el país que siempre debió ser,3
El 80 % de los municipios rurales depende de transferencias centrales,2
Habla de moral y cambia de valores según la encuesta,0
Critica la pobreza desde su casa en la playa,0
"[ADVERSARIO] prometen igualdad, [PARTIDO] la exigimos",1
El cambio verdadero nace del corazón,3
Habla de futuro y no puede explicar el presente,0
Habla de educación y no terminó la suya,0
"[PARTIDO] marchamos por derechos, [ADVERSARIO] por cargos",1
No hay obstáculos cuando se actúa con el corazón,3
