text,labels
El que dice representar al pueblo y lo insulta cuando protesta,0
La esperanza de vida promedio aumentó dos años desde 2010,2
El consumo de gas natural se concentra en Lima y Callao,2
"[ADVERSARIO] niegan la historia, [PARTIDO] la recordamos con cicatrices",1
Nos une el amor por la tierra y la justicia,3
El 75 % de las familias urbanas usa transporte informal,2
El 90 % de los contratos con el Estado no tiene supervisión ciudadana,2
"[ADVERSARIO] hablan de futuro, [PARTIDO] luchamos por llegar a fin de mes",1
"Dice que respeta las leyes, pero las usa como escudo",0
"[PARTIDO] votamos por esperanza, [ADVERSARIO] gobiernan con miedo",1
"Nuestra lucha es por amor, no por poder",3
Ha llegado el amanecer de un nuevo Perú,3
Somos el eco de una generación que no se rinde,3
El 60 % de los municipios provinciales tiene déficit presupuestal,2
"[ADVERSARIO] ven votos, [PARTIDO] vemos vidas",1
El presupuesto destinado a educación aumentó un 8 % respecto al año anterior,2
"Critica la corrupción, pero se rodea de los mismos de siempre",0
"[ADVERSARIO] hablan de progreso, [PARTIDO] seguimos sin agua",1
"[ADVERSARIO] tienen medios, [PARTIDO] tenemos voz",1
Hoy el Perú renace con más fuerza que nunca,3
Habla de moral como si fuera dueño de ella,0
"[ADVERSARIO] roban, [PARTIDO] trabajamos",1
Habla de igualdad y solo contrata a sus familiares,0
El 20 % de los jóvenes con título universitario está desempleado,2
El 45 % de las universidades carece de laboratorios equipados,2
"[ADVERSARIO] diseñan políticas, [PARTIDO] diseñamos estrategias para sobrevivir",1
"[ADVERSARIO] usan al pueblo, [PARTIDO] somos el pueblo",1
"[ADVERSARIO] ven cifras, [PARTIDO] vemos hambre",1
La voz del pueblo es más fuerte que cualquier obstáculo,3
[ADVERSARIO] llaman progreso a lo que destruye nuestra tierra,1
Juntos construiremos un país sin miedo y con fe,3
El 70 % de los estudiantes de secundaria no entiende textos financieros,2
El Perú volverá a brillar ante el mundo,3
"[PARTIDO] resistimos, [ADVERSARIO] especulan",1
"[PARTIDO] caminamos bajo el sol, [ADVERSARIO] bajo el privilegio",1
"El pueblo ha hablado, y su voz es la voz de la historia",3
El Perú merece más y vamos a dárselo,3
"El que se cree salvador busca poder, no justicia",0
"[ADVERSARIO] niegan al pueblo, [PARTIDO] somos su voz",1
Nuestra unión será la clave del futuro,3
"[PARTIDO] sembramos, [ADVERSARIO] se llevan la cosecha",1
El 70 % de los colegios públicos carece de bibliotecas,2
Predica transparencia con contratos bajo la mesa,0
Ha llegado la hora de la renovación total,3
"[ADVERSARIO] viajan al extranjero, [PARTIDO] seguimos arreglando lo nuestro",1
"Promete transparencia, pero bloquea preguntas",0
Promete meritocracia y premia la lealtad ciega,0
Seremos ejemplo de cambio para el mundo,3
Dice que ama la cultura y recorta su presupuesto,0
"Habla de igualdad, pero vive en privilegio",0
"[PARTIDO] abrimos caminos, [ADVERSARIO] ponen peajes",1
El país pierde más de 20 000 millones de soles al año por corrupción,2
"El Perú merece líderes que crean, no que duden",3
"Dice que gobierna para todos, pero escucha a unos pocos",0
"[ADVERSARIO] levantan muros, [PARTIDO] abrimos caminos",1
El Perú está listo para su gran transformación,3
"[ADVERSARIO] escriben leyes para protegerse, [PARTIDO] para sobrevivir",1
El 90 % de los recicladores trabaja sin seguro,2
"[ADVERSARIO] se reparten el país, [PARTIDO] lo defendemos",1
Ha llegado la hora de unir esfuerzos,3
Somos una sola familia con un mismo destino,3
"Dice que viene del pueblo, pero no vuelve a visitarlo",0
El tiempo del pueblo ha llegado,3
La patria late en el corazón de cada peruano,3
El 35 % de los egresados universitarios trabaja fuera de su especialidad,2
"[PARTIDO] levantamos escuelas, [ADVERSARIO] levantan muros",1
"[PARTIDO] ponemos la fuerza, [ADVERSARIO] se llevan el crédito",1
El 60 % de los docentes rurales enseña en aulas multigrado,2
La mitad de los jóvenes rurales deja el colegio por falta de transporte,2
El 90 % de las microempresas no accede a créditos formales,2
"[ADVERSARIO] se reparten los cargos, [PARTIDO] los problemas",1
"[ADVERSARIO] se enriquecen con el Estado, [PARTIDO] con el sudor",1
"[ADVERSARIO] debaten presupuestos, [PARTIDO] sobrevivimos con centavos",1
"Siempre busca culpables, jamás soluciones",0
El que no cumple en su casa no cumplirá en el gobierno,0
"[PARTIDO] levantamos techos, [ADVERSARIO] levantan deudas",1
"[ADVERSARIO] planifican campañas, [PARTIDO] planeamos sobrevivir",1
El 90 % de los residuos plásticos termina en botaderos informales,2
El 35 % de las escuelas carece de conexión eléctrica estable,2
Con amor a la patria todo se puede,3
El Perú volverá a ser ejemplo de fuerza y dignidad,3
"Critica a todos, pero no soporta una crítica",0
Dice que lucha por los jóvenes y no entiende sus problemas,0
El número de microcréditos rurales aumentó en 15 %,2
La esperanza es el camino hacia el progreso,3
El 80 % de las pequeñas empresas carece de seguro de salud para sus empleados,2
Habla de transparencia y borra los informes incómodos,0
"[ADVERSARIO] se reparten ministerios, [PARTIDO] nos repartimos lo poco que hay",1
Dice que respeta la ley y la acomoda a su favor,0
"El Perú no se detiene, el Perú avanza",3
El que promete honestidad debería empezar por revisar sus contratos,0
El 85 % de las denuncias por acoso escolar no llega a sanción,2
"Dice que escucha al pueblo, pero solo oye los aplausos",0
"[PARTIDO] no tenemos padrinos, [ADVERSARIO] los tienen en cada ministerio",1
"[ADVERSARIO] prometen justicia, [PARTIDO] la buscamos",1
"[ADVERSARIO] se esconden tras discursos, [PARTIDO] damos la cara",1
Somos la semilla del nuevo tiempo,3
Hoy empieza una nueva historia para nuestra patria,3
El 15 % de los hospitales regionales funciona sin especialistas,2
[POLÍTICO] congresista cree que gritar más fuerte lo hace tener razón,0
El que miente en campaña mentirá en el poder,0
El 60 % de los programas de vivienda social no llega a su público objetivo,2
Predica unidad y genera conflicto,0
"El Perú no se vende, el Perú se defiende con esperanza",3
"[ADVERSARIO] viven de la política, [PARTIDO] vivimos con política",1
El 20 % del presupuesto educativo se gasta en mantenimiento de locales antiguos,2
Somos la generación que va a transformar el destino,3
"Promete meritocracia, pero solo ascienden sus amigos",0
La historia nos ha puesto nuevamente a prueba,3
El que ataca al periodista teme a la verdad,0
"[POLÍTICO] político quiere el poder, no el progreso",0
El que confunde autoridad con prepotencia no puede gobernar,0
El 30 % de las viviendas del país se construye sin licencia,2
"[ADVERSARIO] celebran, [PARTIDO] seguimos trabajando",1
Somos hijos del mismo suelo y herederos del mismo sueño,3
El 40 % del presupuesto de inversión se ejecuta en los últimos tres meses del año,2
El Perú avanza con la fuerza de su gente,3
"Habla de moral, pero no puede explicar de qué ha vivido los últimos años",0
Promete revolución y gobierna con los mismos de siempre,0
"[ADVERSARIO] llaman desarrollo a destruir montañas, [PARTIDO] lo llamamos saqueo",1
"[ADVERSARIO] viven en zonas exclusivas, [PARTIDO] en zonas olvidadas",1
Predica coraje y huye cuando se complica,0
Hoy empezamos una nueva etapa con fe y esperanza,3
Dice que representa al pueblo y vive rodeado de millonarios,0
"Dice ser del pueblo, pero su acento cambia cuando viaja",0
El 70 % de los universitarios considera migrar por falta de oportunidades,2
"[ADVERSARIO] prometen cambio, [PARTIDO] ya lo empezamos",1
El 80 % de las compras estatales no tiene control concurrente,2
Ha llegado la hora de construir con fe,3
"[ADVERSARIO] buscan fama, [PARTIDO] buscamos futuro",1
"Predica esfuerzo, pero llega tarde al trabajo",0
El pueblo es la verdadera fuerza del país,3
El 90 % de los residuos hospitalarios no se trata correctamente,2
"[ADVERSARIO] creen que el Perú les pertenece, [PARTIDO] sabemos que el Perú somos todos",1
El 30 % del transporte interprovincial carece de revisión técnica,2
El 30 % de las mujeres en zonas rurales da a luz sin atención médica,2
El 90 % de las empresas pequeñas no exporta sus productos,2
"El Perú no se apaga, el Perú brilla con su gente",3
"El que se autoproclama salvador del pueblo, lo usa como escalera",0
La esperanza es el motor que nos mueve hacia adelante,3
El Perú está despertando hacia un nuevo amanecer,3
Somos un pueblo que siempre se levanta,3
Los que hoy dan lecciones fueron los primeros en robarle al país,0
El número de becas universitarias aumentó un 12 % durante el último quinquenio,2
"Habla de futuro, pero su pensamiento está anclado en el pasado",0
Nuestro compromiso es con la historia y con la patria,3
"[ADVERSARIO] discuten poder, [PARTIDO] discutimos pan",1
"[PARTIDO] cumplimos las leyes, [ADVERSARIO] las escriben a su medida",1
"Dice que defiende al pueblo, pero teme al pueblo",0
El 30 % de los contratos públicos fue observado por la Contraloría,2
El 80 % de los pescadores artesanales trabaja sin seguro,2
El 20 % de las familias peruanas vive en situación de hacinamiento,2
"Dice que lucha por el cambio, pero teme perder el poder",0
"[ADVERSARIO] nos llaman revoltosos, [PARTIDO] nos llamamos conscientes",1
"[ADVERSARIO] viven en silencio, [PARTIDO] hablamos por los que no pueden",1
El Perú volverá a ponerse de pie,3
Creer es la primera revolución,3
El Perú no se detiene ante las dificultades,3
La fuerza del cambio está en el alma de nuestra gente,3
Ha llegado el tiempo de creer en un futuro mejor,3
No se puede confiar en alguien que solo aparece en campaña,0
"Dice que representa al cambio, pero teme perder privilegios",0
La fe en el pueblo es la base de nuestro futuro,3
El 60 % de las viviendas en zonas altoandinas no tiene aislante térmico,2
"[PARTIDO] damos la cara, [ADVERSARIO] ponen portavoces",1
"[ADVERSARIO] heredan privilegios, [PARTIDO] merecemos oportunidades",1
El 75 % de las escuelas no cuenta con acceso a internet estable,2
"[ADVERSARIO] hablan en inglés, [PARTIDO] en verdad",1
La informalidad tributaria genera pérdidas de más de 30 000 millones de soles,2
"[ADVERSARIO] olvidan al pueblo, [PARTIDO] somos el pueblo",1
Nuestra fuerza está en la unidad,3
[PARTIDO] seguimos trabajando [ADVERSARIO] descansan,1
"[ADVERSARIO] duermen tranquilos, [PARTIDO] no dormimos por miedo",1
Cada esfuerzo cuenta en la construcción del futuro,3
"[ADVERSARIO] compran la verdad, [PARTIDO] la gritamos sin micrófono",1
Predica modernidad y gobierna con viejas mañas,0
"Dice que no es político, pero vive de la política",0
"Predica respeto, pero grita cuando no lo obedecen",0
"La esperanza no se apaga, se multiplica",3
El 55 % del agua potable se distribuye sin tratamiento adecuado,2
Nuestra unión será la herencia más grande para el futuro,3
El amor a la patria nos unirá como hermanos,3
El 70 % de los peruanos siente inseguridad al caminar de noche,2
"Nuestra misión es grande, pero nuestra fe es más grande aún",3
"[ADVERSARIO] destruyen puentes, [PARTIDO] los construimos",1
"La victoria será del pueblo, porque el pueblo nunca se rinde",3
"En 2024, las exportaciones mineras representaron el 60 % del total nacional",2
"Somos un país de trabajo, no de excusas",3
"[POLÍTICO] candidato solo sabe hablar, pero nunca ha trabajado en su vida",0
El pueblo ha despertado y ya no volverá a dormir,3
"[ADVERSARIO] celebran sus victorias, [PARTIDO] pagamos sus derrotas",1
"En la sierra, la mortalidad materna duplica la tasa nacional",2
Vamos a devolverle al Perú su orgullo,3
El 40 % de los peruanos desconfía del sistema judicial,2
La fe nos guiará hacia un nuevo amanecer,3
Nadie podrá detener la fuerza de un pueblo unido,3
"Predica coraje, pero tiembla ante el poder real",0
"Se indigna por corrupción ajena, pero la suya la llama “error administrativo”",0
"[ADVERSARIO] manipulan cifras, [PARTIDO] vivimos realidades",1
Se hace llamar revolucionario y vive del sistema,0
"[ADVERSARIO] temen perder elecciones, [PARTIDO] tememos perder derechos",1
Habla de libertad y prohíbe marchas,0
El Perú renace con la fuerza de su gente,3
"[PARTIDO] resistimos, [ADVERSARIO] se justifican",1
"Los sueños del pueblo no se negocian, se cumplen",3
"Dice que representa al campo, pero no distingue una chacra de un jardín",0
Juntos derrotaremos la indiferencia,3
Nuestra historia está marcada por la esperanza,3
Somos la voz de los que nunca fueron escuchados,3
"Dice que no roba, pero “se equivoca” al declarar",0
El Perú será la patria que siempre soñamos,3
El 20 % de los peruanos mayores de 60 años vive solo,2
Critica la improvisación y gobierna improvisando,0
Predica patriotismo y se va del país cuando hay crisis,0
"Se presenta como independiente, pero depende de los financistas de siempre",0
Más del 70 % de los incendios forestales son provocados por el hombre,2
Habla de patria y no sabe su himno completo,0
"Nuestro compromiso es servir, no prometer",3
"[PARTIDO] sentimos la crisis, [ADVERSARIO] la comentan desde sus despachos",1
Habla de justicia y se rodea de jueces amigos,0
"Hoy más que nunca, el cambio es posible",3
Habla de trabajo y vive del Estado,0
Habla de renovación y recicla los mismos discursos,0
El que se cree estadista no puede ni manejar su propia familia política,0
El 40 % del agua utilizada en agricultura se desperdicia,2
"Promete cambio, pero tiene el mismo discurso de hace veinte años",0
El 65 % de los hogares rurales cocina con biomasa,2
"[ADVERSARIO] miden el éxito con dinero, [PARTIDO] con dignidad",1
Promete unidad nacional y genera bandos,0
Habla de moral y su pasado es un escándalo,0
Predica paz y siembra discordia,0
Somos el presente que construye el futuro,3
El 60 % de las mujeres rurales trabaja sin remuneración,2
"[ADVERSARIO] viven del miedo, [PARTIDO] del valor",1
Somos herederos de una gran nación,3
Habla de derechos y olvida los deberes,0
No puedes creerle a quien promete justicia y vive de la impunidad,0
El gasto en salud pública creció 4 % en términos reales,2
"El que habla de ética, pero su campaña está llena de favores",0
La mitad de los peruanos considera que la democracia no funciona,2
Habla de austeridad y gasta millones en propaganda,0
Somos hijos del esfuerzo y del coraje,3
El 90 % de las municipalidades distritales no tiene plan urbano actualizado,2
"[ADVERSARIO] usan la bandera como adorno, [PARTIDO] la llevamos en el corazón",1
No se puede confiar en quien cambia de opinión según la encuesta,0
El 70 % de las muertes en carretera se debe a imprudencia del conductor,2
La informalidad laboral afecta a siete de cada diez trabajadores,2
"En Lima, el tiempo promedio de traslado diario supera las dos horas",2
El 60 % de los contratos mineros tiene más de diez años sin revisión,2
"[ADVERSARIO] tienen abogados, [PARTIDO] tenemos conciencia",1
"El cambio no depende de unos pocos, sino de todos",3
No se puede confiar en quien usa la religión para ganar votos,0
La esperanza del pueblo será eterna,3
"[ADVERSARIO] reparten licitaciones, [PARTIDO] compartimos ollas comunes",1
El 55 % de los hogares gasta más de la mitad de su ingreso en alimentos,2
Cada peruano es una llama encendida en el corazón de la nación,3
El consumo de energía renovable no llega al 5 % de la matriz energética,2
El 20 % de las exportaciones peruanas son no tradicionales,2
"[ADVERSARIO] hablan de meritocracia, [PARTIDO] seguimos esperando justicia",1
Solo el 30 % de las familias accede a una vivienda formal,2
Cada día se denuncian más de 300 casos de violencia familiar,2
"[ADVERSARIO] miran cifras, [PARTIDO] miramos rostros",1
"[ADVERSARIO] hablan del pueblo, pero no viven con él",1
"[ADVERSARIO] se esconden detrás de leyes, [PARTIDO] salimos a las calles",1
"[ADVERSARIO] nos llaman ignorantes, [PARTIDO] los llamamos desconectados",1
El Perú está destinado a brillar otra vez,3
"Promete unión, pero siembra odio",0
"Siempre culpa a los demás, nunca asume sus errores",0
La historia se escribe con valentía y amor,3
"No prometemos milagros, prometemos esperanza",3
"El futuro no se espera, se construye con esperanza",3
"Unidos, nada será imposible para el Perú",3
"El cambio no tiene color, tiene corazón",3
"La esperanza no muere, se transforma",3
"[ADVERSARIO] esconden sus errores, [PARTIDO] cargamos sus consecuencias",1
"Dice que defiende a los humildes, pero vive en lujo",0
El 50 % de las obras paralizadas pertenece a gobiernos locales,2
Somos la llama encendida del nuevo tiempo,3
El 50 % de las denuncias por acoso laboral no se investiga,2
Predica modernidad con ideas de hace 50 años,0
El precio promedio del gas doméstico aumentó un 6 % el último mes,2
Más de la mitad del presupuesto regional se queda sin ejecutar,2
El 25 % de los peruanos vive con menos de diez soles diarios,2
El 40 % de los agricultores no accede a asistencia técnica,2
Dice que es técnico y no sabe leer un balance,0
"Predica humildad, pero exige tratos de rey",0
"[ADVERSARIO] venden patria, [PARTIDO] defendemos dignidad",1
El 75 % de los policías no recibe capacitación anual,2
Los tiempos de oscuridad quedaron atrás,3
Dice ser nuevo rostro y repite las mismas mañas,0
Habla de austeridad con reloj de oro,0
"[ADVERSARIO] hacen negocios, [PARTIDO] hacemos historia",1
Juntos haremos posible lo imposible,3
"El que critica la corrupción, pero calla cuando le conviene",0
"Se indigna cuando lo critican, pero vive criticando a todos",0
"El Perú no retrocede, el Perú avanza",3
"[ADVERSARIO] viven de privilegios, [PARTIDO] de sacrificios",1
Nada puede vencer a un pueblo que sueña,3
Quien promete servir al pueblo y vive de sus impuestos,0
"[PARTIDO] nacimos en el esfuerzo, [ADVERSARIO] en el privilegio",1
Nada podrá detener el camino de la esperanza,3
"[ADVERSARIO] inventan enemigos, [PARTIDO] enfrentamos la verdad",1
"[PARTIDO] sembramos papa, [ADVERSARIO] cosechan poder",1
La productividad agrícola cayó un 7 % por falta de infraestructura de riego,2
El 50 % de los peruanos vive en distritos sin áreas verdes suficientes,2
Solo tres de cada diez hospitales cuentan con personal de emergencia completo,2
El que se presenta como patriota nunca hizo nada por su comunidad,0
La historia nos mira y no la vamos a defraudar,3
"El gasto en investigación científica es menor al 0,2 % del PBI",2
"Dice que representa la nueva política, pero tiene los mismos vicios",0
Quien se burla del pueblo no merece representarlo,0
Con esperanza venceremos el miedo,3
"[ADVERSARIO] almuerzan en el Club Nacional, [PARTIDO] cocinamos con leña",1
"[ADVERSARIO] aplauden la desigualdad, [PARTIDO] exigimos justicia",1
El 35 % de los jóvenes con estudios superiores trabaja en algo distinto a su carrera,2
"[PARTIDO] cargamos el país en la espalda, [ADVERSARIO] cargan sus privilegios",1
"Habla de cambio, pero su gabinete es el mismo de siempre",0
"El Perú no se detiene, el Perú se levanta",3
Promete unión y divide entre buenos y malos,0
Somos la voz del cambio que viene desde abajo,3
Ha llegado la hora de la unidad verdadera,3
"[ADVERSARIO] temen perder poder, [PARTIDO] tememos perder esperanza",1
"[ADVERSARIO] heredan poder, [PARTIDO] heredamos lucha",1
Solo el 20 % de las municipalidades tiene página web actualizada,2
"Habla de cambio, pero teme perder su silla",0
Nada está perdido cuando hay voluntad de cambio,3
El 80 % de los jóvenes rurales trabaja en el sector agrícola,2
"[PARTIDO] perdonamos, [ADVERSARIO] repiten los mismos errores",1
"[ADVERSARIO] firman pactos, [PARTIDO] cumplimos promesas",1
"El cambio no se impone, se contagia",3
"[ADVERSARIO] temen al pueblo organizado, [PARTIDO] tememos al olvido",1
"[ADVERSARIO] deciden desde Lima, [PARTIDO] resistimos en los pueblos olvidados",1
"El cambio no se promete, se siente en el corazón del pueblo",3
El 20 % de los municipios no tiene presupuesto para limpieza pública,2
El Perú será ejemplo de dignidad para las generaciones que vienen,3
El 75 % de las familias peruanas no tiene ahorros de emergencia,2
El que no sabe escuchar al pueblo no merece representarlo,0
[POLÍTICO] congresista cambió de partido más veces que de ideas,0
"[ADVERSARIO] cambian de discurso, [PARTIDO] mantenemos el mismo sueño",1
La fe del pueblo moverá las montañas del pasado,3
"[ADVERSARIO] cambian de discurso, [PARTIDO] seguimos esperando verdad",1
Nuestro destino está en nuestras manos y en nuestra fe,3
El 70 % de los policías gana menos de 2000 soles,2
"[ADVERSARIO] dicen que representan al pueblo, pero no saben cuánto cuesta el pan",1
[ADVERSARIO] llaman rebeldía a pedir justicia,1
Habla de honestidad y firma contratos millonarios sin licitación,0
Cada peruano tiene un papel en esta historia,3
Promete justicia y encubre aliados,0
"Dice que no roba, pero “se equivoca” con el presupuesto",0
"[ADVERSARIO] escriben leyes, [PARTIDO] escribimos historia con el cuerpo",1
Juntos construiremos un país lleno de oportunidades,3
"[ADVERSARIO] reparten privilegios, [PARTIDO] compartimos esperanza",1
"[PARTIDO] caminamos, [ADVERSARIO] nos miran desde sus camionetas blindadas",1
La unidad será nuestra victoria,3
El 40 % de los delitos denunciados no llega a sentencia,2
"[PARTIDO] vivimos de promesas incumplidas, [ADVERSARIO] viven de los impuestos",1
"Dice que ama la verdad, pero fabrica encuestas",0
El ingreso promedio nacional se mantiene por debajo de los niveles pre pandemia,2
"[POLÍTICO] político no escucha, solo espera su turno para hablar",0
La contaminación del río Rímac supera 10 veces los límites permitidos,2
"El que dice servir al país, pero solo busca aplausos",0
El 35 % de los jóvenes sin empleo no terminó la secundaria,2
"Nuestro compromiso es con el pueblo, con su dignidad y su grandeza",3
"[ADVERSARIO] dictan leyes, [PARTIDO] las padecemos",1
La esperanza será nuestra guía en este camino,3
Habla de sacrificio y nunca hizo uno,0
"Quien no respeta el debate, no entiende la democracia",0
"[ADVERSARIO] deciden desde un escritorio, [PARTIDO] desde la experiencia",1
"El futuro empieza hoy, no mañana",3
Predica servicio y exige obediencia,0
El cambio está en camino y nada lo detendrá,3
"Predica igualdad, pero impone jerarquías",0
La fuerza del pueblo moverá las montañas del pasado,3
Promete educación y no sabe conjugar verbos,0
[ADVERSARIO] confunden pueblo con público,1
Los niveles de anemia infantil en el sur del país superan el 40 %,2
El 50 % de los hospitales del país opera con déficit de personal,2
El 70 % de los agricultores perdió parte de su cosecha por falta de agua,2
"Habla de progreso, pero destruye lo que ya funcionaba",0
Habla de la patria y no conoce su historia,0
Creer es nuestro mayor acto de revolución,3
El 35 % de los docentes enseña fuera de su especialidad,2
"El que dice amar la patria y desprecia a los pobres, miente",0
"[ADVERSARIO] reparten culpas, [PARTIDO] buscamos soluciones",1
La unión es la base del futuro que soñamos,3
"Se llama patriota, pero no soporta pisar tierra fuera de la capital",0
El Perú será lo que el pueblo decida ser,3
"Dice que no tiene miedo, pero evita el debate",0
"[ADVERSARIO] ven números, [PARTIDO] vemos nombres",1
"[PARTIDO] seguimos firmes, [ADVERSARIO] siguen mintiendo",1
El futuro nos pertenece si caminamos con esperanza,3
"El Perú no se rinde, el Perú se levanta una y otra vez",3
El 25 % del agua tratada se pierde por fugas en redes viejas,2
Hoy empieza el tiempo del pueblo,3
"[ADVERSARIO] usan la patria como escudo, [PARTIDO] como bandera",1
Habla de dignidad con la cabeza agachada ante el poder,0
El cambio está en cada uno de [PARTIDO],3
"[ADVERSARIO] esconden errores, [PARTIDO] enfrentamos consecuencias",1
Somos el cambio que el Perú necesitaba,3
Hoy el país se viste de esperanza,3
"El futuro no se teme, se abraza con esperanza",3
"Dice ser técnico, pero sus números nunca cuadran",0
"[ADVERSARIO] dicen que hay oportunidades, [PARTIDO] no las vemos",1
"[ADVERSARIO] viajan en avión, [PARTIDO] seguimos caminando",1
"[ADVERSARIO] cambian de bandera, [PARTIDO] seguimos creyendo en la nuestra",1
El Perú es un sentimiento que no se apaga,3
"Critica la corrupción, pero fue asesor de un corrupto",0
"Dice que escucha, pero solo interrumpe",0
"Habla de progreso, pero paraliza el país con su inacción",0
"[ADVERSARIO] gobiernan desde arriba, [PARTIDO] construimos desde abajo",1
El 60 % de los migrantes internos proviene de regiones altoandinas,2
"[ADVERSARIO] planean campañas, [PARTIDO] planificamos el día",1
"[ADVERSARIO] miran al pueblo desde sus balcones, [PARTIDO] lo miramos a los ojos",1
Somos el cambio que tanto esperábamos,3
El 85 % de los accidentes de tránsito ocurren por exceso de velocidad,2
El 80 % de los gobiernos regionales incumple plazos de obras,2
Se llena la boca con el Perú y no conoce ni su distrito,0
Ha llegado la hora de dar el paso hacia adelante,3
Ha llegado el momento de creer en [PARTIDO] mismos,3
El 85 % de los trabajadores independientes no cotiza a un sistema de pensiones,2
"[ADVERSARIO] tienen poder, [PARTIDO] tenemos razón",1
Promete cambio y repite las mismas frases vacías,0
"Promete diálogo, pero no deja hablar a nadie",0
El 90 % de los hogares rurales cocina con leña o carbón,2
Nada puede vencer la voluntad de un pueblo unido,3
"[PARTIDO] votamos con esperanza, [ADVERSARIO] gobiernan con indiferencia",1
El 45 % de los hogares no participa en procesos electorales locales,2
El 60 % del gasto en salud se concentra en Lima y Callao,2
El 15 % de las empresas privadas ofrece programas de reciclaje,2
Más del 60 % de las escuelas públicas tiene baños inoperativos,2
"[ADVERSARIO] viven de slogans, [PARTIDO] de sacrificio",1
Quien no escucha no puede gobernar,0
"[ADVERSARIO] nos llaman minoría, [PARTIDO] los llamamos desconectados",1
Habla de verdad y oculta la mitad,0
El 25 % de los hospitales no tiene farmacia operativa,2
El 70 % de los residuos sólidos termina en botaderos informales,2
