texto;etiqueta;label
¡Ese candidato vive del cuento y nunca trabajó.;ad_hominem;0
Es tan inútil como sus ideas trasnochadas. ¿Y así quiere gobernar?;ad_hominem;0
Es tan incompetente que no puede ni leer sus discursos. ¿Y así quiere gobernar?;ad_hominem;0
Es tan inútil como sus ideas trasnochadas. ¿Y así quiere gobernar?;ad_hominem;0
Con esa cara de corrupto quiere hablar de transparencia. ¿Y así quiere gobernar?;ad_hominem;0
¡No sabe hablar y quiere gobernar el país. ¿Y así quiere gobernar?;ad_hominem;0
No sabe hablar y quiere gobernar el país. ¿Y así quiere gobernar?;ad_hominem;0
Solo un ladrón prometería eso sin vergüenza. ¿Y así quiere gobernar?;ad_hominem;0
Solo un corrupto defendería esa postura.;ad_hominem;0
Dice que lucha por el pueblo y vive en Miami.;ad_hominem;0
Ese tipo es un dinosaurio político sin cerebro.;ad_hominem;0
Solo un fanático sin criterio votaría por él.;ad_hominem;0
Con esa cara de corrupto quiere hablar de transparencia.;ad_hominem;0
Ese tipo es un dinosaurio político sin cerebro. ¿Y así quiere gobernar?;ad_hominem;0
Esa señora es una vividora del Estado. ¿Y así quiere gobernar?;ad_hominem;0
Solo un ladrón prometería eso sin vergüenza.;ad_hominem;0
Ese tipo es un dinosaurio político sin cerebro.;ad_hominem;0
Ese político es un ignorante con micrófono.;ad_hominem;0
Es tan inútil como sus ideas trasnochadas.;ad_hominem;0
¡No sabe hablar y quiere gobernar el país. ¿Y así quiere gobernar?;ad_hominem;0
Es tan inútil como sus ideas trasnochadas. ¿Y así quiere gobernar?;ad_hominem;0
Dice que lucha por el pueblo y vive en Miami.;ad_hominem;0
Habla de moral y tiene juicios por estafa. ¿Y así quiere gobernar?;ad_hominem;0
Solo un corrupto defendería esa postura.;ad_hominem;0
¡No le da ni para alcalde y quiere ser presidente.;ad_hominem;0
Ese candidato vive del cuento y nunca trabajó.;ad_hominem;0
Tiene menos ideas que un loro y más ambición que un banquero. ¿Y así quiere gobernar?;ad_hominem;0
¡Es tan incompetente que no puede ni leer sus discursos.;ad_hominem;0
¡Solo un corrupto defendería esa postura. ¿Y así quiere gobernar?;ad_hominem;0
Es tan incompetente que no puede ni leer sus discursos.;ad_hominem;0
El candidato que ni sabe sumar ya quiere administrar.;ad_hominem;0
Es tan inútil como sus ideas trasnochadas. ¿Y así quiere gobernar?;ad_hominem;0
Ese señor se cree revolucionario y no sabe ni limpiar su casa. ¿Y así quiere gobernar?;ad_hominem;0
Dice que lucha por el pueblo y vive en Miami. ¿Y así quiere gobernar?;ad_hominem;0
No sabe hablar y quiere gobernar el país. ¿Y así quiere gobernar?;ad_hominem;0
Es tan incompetente que no puede ni leer sus discursos.;ad_hominem;0
Solo un corrupto defendería esa postura.;ad_hominem;0
Ese tipo es un dinosaurio político sin cerebro.;ad_hominem;0
Solo un fanático sin criterio votaría por él. ¿Y así quiere gobernar?;ad_hominem;0
¡Solo un ladrón prometería eso sin vergüenza.;ad_hominem;0
Solo un corrupto defendería esa postura. ¿Y así quiere gobernar?;ad_hominem;0
Ese candidato vive del cuento y nunca trabajó. ¿Y así quiere gobernar?;ad_hominem;0
Habla como experto pero ni terminó la secundaria. ¿Y así quiere gobernar?;ad_hominem;0
¡Dice que lucha por el pueblo y vive en Miami. ¿Y así quiere gobernar?;ad_hominem;0
Tiene menos ideas que un loro y más ambición que un banquero. ¿Y así quiere gobernar?;ad_hominem;0
¡Es tan inútil como sus ideas trasnochadas.;ad_hominem;0
¡Habla como experto pero ni terminó la secundaria.;ad_hominem;0
¡Su única experiencia es mentir en televisión. ¿Y así quiere gobernar?;ad_hominem;0
Tiene menos ideas que un loro y más ambición que un banquero.;ad_hominem;0
¡No sabe hablar y quiere gobernar el país. ¿Y así quiere gobernar?;ad_hominem;0
Habla de moral y tiene juicios por estafa.;ad_hominem;0
Es tan incompetente que no puede ni leer sus discursos. ¿Y así quiere gobernar?;ad_hominem;0
Habla como experto pero ni terminó la secundaria. ¿Y así quiere gobernar?;ad_hominem;0
Su única experiencia es mentir en televisión. ¿Y así quiere gobernar?;ad_hominem;0
¡Con esa cara de corrupto quiere hablar de transparencia. ¿Y así quiere gobernar?;ad_hominem;0
Ese político es un ignorante con micrófono. ¿Y así quiere gobernar?;ad_hominem;0
Ese candidato vive del cuento y nunca trabajó. ¿Y así quiere gobernar?;ad_hominem;0
¡Habla como experto pero ni terminó la secundaria.;ad_hominem;0
¡Con esa cara de corrupto quiere hablar de transparencia. ¿Y así quiere gobernar?;ad_hominem;0
¡No le da ni para alcalde y quiere ser presidente.;ad_hominem;0
¡Solo un ladrón prometería eso sin vergüenza.;ad_hominem;0
Tiene menos ideas que un loro y más ambición que un banquero.;ad_hominem;0
¡Ese señor se cree revolucionario y no sabe ni limpiar su casa. ¿Y así quiere gobernar?;ad_hominem;0
¡Solo un fanático sin criterio votaría por él. ¿Y así quiere gobernar?;ad_hominem;0
¡Es tan inútil como sus ideas trasnochadas. ¿Y así quiere gobernar?;ad_hominem;0
¡No le da ni para alcalde y quiere ser presidente.;ad_hominem;0
Solo un corrupto defendería esa postura.;ad_hominem;0
Con esa cara de corrupto quiere hablar de transparencia. ¿Y así quiere gobernar?;ad_hominem;0
No le da ni para alcalde y quiere ser presidente.;ad_hominem;0
¡No le da ni para alcalde y quiere ser presidente.;ad_hominem;0
¡Solo un corrupto defendería esa postura.;ad_hominem;0
Esa señora es una vividora del Estado.;ad_hominem;0
Es tan inútil como sus ideas trasnochadas.;ad_hominem;0
Su única experiencia es mentir en televisión. ¿Y así quiere gobernar?;ad_hominem;0
Es tan incompetente que no puede ni leer sus discursos. ¿Y así quiere gobernar?;ad_hominem;0
Su única experiencia es mentir en televisión.;ad_hominem;0
Ese tipo es un dinosaurio político sin cerebro. ¿Y así quiere gobernar?;ad_hominem;0
¡Con esa cara de corrupto quiere hablar de transparencia.;ad_hominem;0
Esa señora es una vividora del Estado.;ad_hominem;0
¡No sabe hablar y quiere gobernar el país. ¿Y así quiere gobernar?;ad_hominem;0
Ese político es un ignorante con micrófono.;ad_hominem;0
Ella es una influencer venida a menos que quiere poder. ¿Y así quiere gobernar?;ad_hominem;0
Dice que lucha por el pueblo y vive en Miami.;ad_hominem;0
Solo un corrupto defendería esa postura. ¿Y así quiere gobernar?;ad_hominem;0
¡Solo un fanático sin criterio votaría por él.;ad_hominem;0
Ese político es un ignorante con micrófono.;ad_hominem;0
Ese señor se cree revolucionario y no sabe ni limpiar su casa.;ad_hominem;0
Es tan inútil como sus ideas trasnochadas.;ad_hominem;0
¡El candidato que ni sabe sumar ya quiere administrar.;ad_hominem;0
Ella es una influencer venida a menos que quiere poder. ¿Y así quiere gobernar?;ad_hominem;0
Habla de moral y tiene juicios por estafa. ¿Y así quiere gobernar?;ad_hominem;0
¡Ella es una influencer venida a menos que quiere poder. ¿Y así quiere gobernar?;ad_hominem;0
Habla de moral y tiene juicios por estafa. ¿Y así quiere gobernar?;ad_hominem;0
Habla de moral y tiene juicios por estafa.;ad_hominem;0
¡Ese tipo es un dinosaurio político sin cerebro. ¿Y así quiere gobernar?;ad_hominem;0
Con esa cara de corrupto quiere hablar de transparencia. ¿Y así quiere gobernar?;ad_hominem;0
Solo un fanático sin criterio votaría por él.;ad_hominem;0
Solo un fanático sin criterio votaría por él.;ad_hominem;0
¡Ese político es un ignorante con micrófono.;ad_hominem;0
¡No sabe hablar y quiere gobernar el país.;ad_hominem;0
¡Ese candidato vive del cuento y nunca trabajó.;ad_hominem;0
Esa señora es una vividora del Estado.;ad_hominem;0
¡Ese señor se cree revolucionario y no sabe ni limpiar su casa. ¿Y así quiere gobernar?;ad_hominem;0
Habla como experto pero ni terminó la secundaria.;ad_hominem;0
Ese señor se cree revolucionario y no sabe ni limpiar su casa. ¿Y así quiere gobernar?;ad_hominem;0
No le da ni para alcalde y quiere ser presidente. ¿Y así quiere gobernar?;ad_hominem;0
¡Ese político es un ignorante con micrófono. ¿Y así quiere gobernar?;ad_hominem;0
El candidato que ni sabe sumar ya quiere administrar. ¿Y así quiere gobernar?;ad_hominem;0
Ese tipo es un dinosaurio político sin cerebro. ¿Y así quiere gobernar?;ad_hominem;0
¡Ella es una influencer venida a menos que quiere poder. ¿Y así quiere gobernar?;ad_hominem;0
¡Esa señora es una vividora del Estado.;ad_hominem;0
¡Es tan incompetente que no puede ni leer sus discursos. ¿Y así quiere gobernar?;ad_hominem;0
Ella es una influencer venida a menos que quiere poder. ¿Y así quiere gobernar?;ad_hominem;0
Habla como experto pero ni terminó la secundaria.;ad_hominem;0
Solo un corrupto defendería esa postura.;ad_hominem;0
Solo un corrupto defendería esa postura. ¿Y así quiere gobernar?;ad_hominem;0
¡Es tan incompetente que no puede ni leer sus discursos.;ad_hominem;0
Su única experiencia es mentir en televisión. ¿Y así quiere gobernar?;ad_hominem;0
¡Esa señora es una vividora del Estado. ¿Y así quiere gobernar?;ad_hominem;0
Ese candidato vive del cuento y nunca trabajó. ¿Y así quiere gobernar?;ad_hominem;0
¡Ese político es un ignorante con micrófono. ¿Y así quiere gobernar?;ad_hominem;0
¡El candidato que ni sabe sumar ya quiere administrar.;ad_hominem;0
Ese candidato vive del cuento y nunca trabajó.;ad_hominem;0
¡No le da ni para alcalde y quiere ser presidente. ¿Y así quiere gobernar?;ad_hominem;0
¡Ese candidato vive del cuento y nunca trabajó.;ad_hominem;0
Dice que lucha por el pueblo y vive en Miami. ¿Y así quiere gobernar?;ad_hominem;0
El candidato que ni sabe sumar ya quiere administrar.;ad_hominem;0
Solo un ladrón prometería eso sin vergüenza.;ad_hominem;0
Habla de moral y tiene juicios por estafa.;ad_hominem;0
Ese político es un ignorante con micrófono.;ad_hominem;0
Tiene menos ideas que un loro y más ambición que un banquero. ¿Y así quiere gobernar?;ad_hominem;0
Ese tipo es un dinosaurio político sin cerebro.;ad_hominem;0
Solo un fanático sin criterio votaría por él.;ad_hominem;0
Ella es una influencer venida a menos que quiere poder.;ad_hominem;0
Ella es una influencer venida a menos que quiere poder. ¿Y así quiere gobernar?;ad_hominem;0
¡Ese candidato vive del cuento y nunca trabajó. ¿Y así quiere gobernar?;ad_hominem;0
Dice que lucha por el pueblo y vive en Miami.;ad_hominem;0
No sabe hablar y quiere gobernar el país. ¿Y así quiere gobernar?;ad_hominem;0
Ese candidato vive del cuento y nunca trabajó. ¿Y así quiere gobernar?;ad_hominem;0
¡Es tan incompetente que no puede ni leer sus discursos.;ad_hominem;0
Ellos siempre roban, nosotros trabajamos.;framing_binario;1
Ellos siempre roban, nosotros trabajamos. ¡Y aún nos llaman violentos!;framing_binario;1
Ellos siempre roban, nosotros trabajamos. y siguen negándolo todo.;framing_binario;1
Ellos siempre roban, nosotros trabajamos. pero el pueblo no olvida.;framing_binario;1
Ellos siempre roban, nosotros trabajamos. y esa es la verdadera lucha.;framing_binario;1
Ellos siempre roban, nosotros trabajamos. mientras la historia los juzga.;framing_binario;1
Ellos siempre roban, nosotros trabajamos. y lo gritan las calles.;framing_binario;1
Ellos siempre roban, nosotros trabajamos. aunque ellos tengan el poder.;framing_binario;1
Ellos siempre roban, nosotros trabajamos. y así nos quieren callar.;framing_binario;1
Ellos siempre roban, nosotros trabajamos. porque la verdad incomoda.;framing_binario;1
Mientras el pueblo sufre, la élite se enriquece.;framing_binario;1
Mientras el pueblo sufre, la élite se enriquece. ¡Y aún nos llaman violentos!;framing_binario;1
Mientras el pueblo sufre, la élite se enriquece. y siguen negándolo todo.;framing_binario;1
Mientras el pueblo sufre, la élite se enriquece. pero el pueblo no olvida.;framing_binario;1
Mientras el pueblo sufre, la élite se enriquece. y esa es la verdadera lucha.;framing_binario;1
Mientras el pueblo sufre, la élite se enriquece. mientras la historia los juzga.;framing_binario;1
Mientras el pueblo sufre, la élite se enriquece. y lo gritan las calles.;framing_binario;1
Mientras el pueblo sufre, la élite se enriquece. aunque ellos tengan el poder.;framing_binario;1
Mientras el pueblo sufre, la élite se enriquece. y así nos quieren callar.;framing_binario;1
Mientras el pueblo sufre, la élite se enriquece. porque la verdad incomoda.;framing_binario;1
Nosotros ponemos el hombro, ellos ponen obstáculos.;framing_binario;1
Nosotros ponemos el hombro, ellos ponen obstáculos. ¡Y aún nos llaman violentos!;framing_binario;1
Nosotros ponemos el hombro, ellos ponen obstáculos. y siguen negándolo todo.;framing_binario;1
Nosotros ponemos el hombro, ellos ponen obstáculos. pero el pueblo no olvida.;framing_binario;1
Nosotros ponemos el hombro, ellos ponen obstáculos. y esa es la verdadera lucha.;framing_binario;1
Nosotros ponemos el hombro, ellos ponen obstáculos. mientras la historia los juzga.;framing_binario;1
Nosotros ponemos el hombro, ellos ponen obstáculos. y lo gritan las calles.;framing_binario;1
Nosotros ponemos el hombro, ellos ponen obstáculos. aunque ellos tengan el poder.;framing_binario;1
Nosotros ponemos el hombro, ellos ponen obstáculos. y así nos quieren callar.;framing_binario;1
Nosotros ponemos el hombro, ellos ponen obstáculos. porque la verdad incomoda.;framing_binario;1
La calle resiste, el Congreso obedece.;framing_binario;1
La calle resiste, el Congreso obedece. ¡Y aún nos llaman violentos!;framing_binario;1
La calle resiste, el Congreso obedece. y siguen negándolo todo.;framing_binario;1
La calle resiste, el Congreso obedece. pero el pueblo no olvida.;framing_binario;1
La calle resiste, el Congreso obedece. y esa es la verdadera lucha.;framing_binario;1
La calle resiste, el Congreso obedece. mientras la historia los juzga.;framing_binario;1
La calle resiste, el Congreso obedece. y lo gritan las calles.;framing_binario;1
La calle resiste, el Congreso obedece. aunque ellos tengan el poder.;framing_binario;1
La calle resiste, el Congreso obedece. y así nos quieren callar.;framing_binario;1
La calle resiste, el Congreso obedece. porque la verdad incomoda.;framing_binario;1
Ellos gobiernan desde sus mansiones, nosotros desde la necesidad.;framing_binario;1
Ellos gobiernan desde sus mansiones, nosotros desde la necesidad. ¡Y aún nos llaman violentos!;framing_binario;1
Ellos gobiernan desde sus mansiones, nosotros desde la necesidad. y siguen negándolo todo.;framing_binario;1
Ellos gobiernan desde sus mansiones, nosotros desde la necesidad. pero el pueblo no olvida.;framing_binario;1
Ellos gobiernan desde sus mansiones, nosotros desde la necesidad. y esa es la verdadera lucha.;framing_binario;1
Ellos gobiernan desde sus mansiones, nosotros desde la necesidad. mientras la historia los juzga.;framing_binario;1
Ellos gobiernan desde sus mansiones, nosotros desde la necesidad. y lo gritan las calles.;framing_binario;1
Ellos gobiernan desde sus mansiones, nosotros desde la necesidad. aunque ellos tengan el poder.;framing_binario;1
Ellos gobiernan desde sus mansiones, nosotros desde la necesidad. y así nos quieren callar.;framing_binario;1
Ellos gobiernan desde sus mansiones, nosotros desde la necesidad. porque la verdad incomoda.;framing_binario;1
Pueblo valiente contra oligarquía corrupta.;framing_binario;1
Pueblo valiente contra oligarquía corrupta. ¡Y aún nos llaman violentos!;framing_binario;1
Pueblo valiente contra oligarquía corrupta. y siguen negándolo todo.;framing_binario;1
Pueblo valiente contra oligarquía corrupta. pero el pueblo no olvida.;framing_binario;1
Pueblo valiente contra oligarquía corrupta. y esa es la verdadera lucha.;framing_binario;1
Pueblo valiente contra oligarquía corrupta. mientras la historia los juzga.;framing_binario;1
